user_id,join_day,init_state,base_activity,price_sensitivity,cart_bias,country,primary_device
1020,96,new,0.361,0.5332,-0.1583,IT,mobile
1021,357,new,0.5206,0.6122,-0.1732,IT,mobile
1022,19,new,0.385,0.512,-0.5953,NL,mobile
1023,124,new,2.2126,0.6617,-0.1955,FR,web
1024,209,new,0.8514,0.8688,0.0712,IT,mobile
1025,99,new,0.4789,0.6407,-0.0621,NL,mobile
1026,176,new,0.7902,0.5806,-0.106,IT,app
1027,220,new,0.2207,0.4267,0.3249,IT,app
1028,278,new,0.3373,0.8376,-0.1913,DE,web
1029,61,new,1.3811,0.5941,-0.5447,IT,web
1030,263,browser,2.5991,0.5864,-0.5436,DE,web
1031,37,new,0.1823,0.199,-0.1884,IT,mobile
1032,160,new,0.3653,0.5971,-0.7531,IT,app
1033,191,new,0.8276,0.5478,-0.3588,IT,mobile
1034,26,new,0.4626,0.2913,-0.0875,IT,app
1035,48,new,1.7877,0.7981,0.1599,IT,mobile
1036,91,new,1.0116,0.5237,-0.7904,IT,mobile
1037,100,browser,0.993,0.9612,-0.2153,IT,app
1038,67,new,0.6819,0.8746,-0.2739,FR,web
1039,260,new,0.5255,0.4904,-0.2369,IT,mobile
1040,101,new,0.3636,0.8665,-0.2005,IT,web
1041,59,new,0.1446,0.9099,-0.2611,IT,web
1042,253,browser,0.6441,0.5194,0.2373,IT,mobile
1043,72,browser,0.5132,0.4341,0.1854,IT,web
1044,64,new,0.4558,0.232,0.5002,IT,mobile
1045,12,new,0.2144,0.6885,-0.2537,IT,web
1046,259,new,1.0806,0.4448,-0.3937,NL,web
1047,120,new,0.4001,0.6939,-0.5887,IT,web
1048,153,new,0.1964,0.1451,-0.4318,IT,app
1049,330,new,0.1797,0.4796,1e-04,FR,mobile
1050,39,browser,0.534,0.5189,0.054,IT,app
1051,186,new,0.5428,0.386,-0.0136,IT,mobile
1052,236,new,0.2852,0.5188,-0.4826,IT,web
1053,107,new,0.4745,0.3288,-0.4807,IT,mobile
1054,243,new,0.5311,0.6175,0.4348,DE,web
1055,165,new,0.3973,0.6388,-0.5412,IT,web
1056,38,new,0.2501,0.4272,0.2458,DE,mobile
1057,342,new,0.6242,0.8181,-0.1084,IT,mobile
1058,231,browser,0.5832,0.5913,-0.5064,FR,app
1059,305,new,0.5027,0.8904,-0.6646,IT,web
1060,80,browser,0.2326,0.6634,-0.4911,DE,mobile
1061,197,considering,0.1769,0.6324,-0.1038,IT,mobile
1062,42,browser,0.3837,0.5316,-0.5684,IT,mobile
1063,95,new,0.6134,0.2765,0.294,IT,app
1064,103,browser,0.6519,0.626,-0.3228,NL,mobile
1065,160,new,0.9154,0.7745,-0.0048,IT,web
1066,41,new,0.2872,0.9088,-0.0331,IT,app
1067,81,considering,0.2364,0.4892,0.3177,NL,mobile
1068,105,new,0.3645,0.7304,-0.4033,DE,app
1069,217,considering,0.3664,0.7253,-0.2129,ES,mobile
1070,112,new,0.6764,0.7025,-0.7405,IT,app
1071,189,new,0.2826,0.2202,-0.2139,IT,web
1072,131,new,0.2958,0.5457,0.149,NL,mobile
1073,135,browser,1.1391,0.5149,-0.1732,IT,web
1074,258,new,0.8634,0.5113,0.5594,FR,mobile
1075,281,new,0.2264,0.4688,-0.0681,ES,app
1076,121,new,0.8252,0.6012,-0.4391,NL,mobile
1077,25,new,0.1985,0.4836,-0.0905,IT,mobile
1078,47,new,0.2898,0.6984,-0.7622,IT,web
1079,90,new,0.3085,0.6303,-0.5296,FR,web
1080,122,new,0.3525,0.6504,-0.676,NL,mobile
1081,78,new,0.5173,0.5708,-0.2444,DE,mobile
1082,254,new,0.3901,0.6324,-0.2712,IT,web
1083,153,new,0.5159,0.3731,0.1718,IT,mobile
1084,53,considering,0.2949,0.7603,-0.2847,FR,mobile
1085,246,new,0.452,0.5404,-0.6009,ES,web
1086,250,browser,0.3842,0.6876,0.2958,IT,web
1087,186,browser,0.1714,0.3849,-1.2806,IT,web
1088,207,new,0.4798,0.7482,-0.2365,IT,mobile
1089,176,new,0.3878,0.5193,-0.1738,IT,app
1090,21,new,0.2484,0.0906,-0.2536,IT,mobile
1091,269,new,0.2912,0.415,-0.075,NL,web
1092,110,new,0.2952,0.4008,-0.2113,ES,app
1093,242,new,0.3215,0.5333,-0.0751,IT,web
1094,284,new,0.968,0.8898,-0.4608,ES,mobile
1095,276,new,1.1614,0.5042,-0.7607,IT,mobile
1096,39,new,0.0821,0.2223,-0.2662,FR,app
1097,101,new,1.0683,0.6858,-0.6093,DE,mobile
1098,209,new,0.622,0.4194,-0.505,IT,web
1099,243,new,0.3267,0.7667,0.1565,NL,web
1100,158,browser,0.6129,0.5442,0.2953,IT,web
1101,154,new,0.9137,0.5707,0.1499,FR,web
1102,195,new,0.173,0.174,0.0851,DE,web
1103,161,new,0.396,0.7312,-0.229,FR,mobile
1104,80,new,1.0792,0.1518,0.1054,IT,app
1105,348,new,0.1862,0.4221,-0.1255,IT,web
1106,66,new,0.3453,0.299,0.4316,IT,mobile
1107,251,browser,0.2875,1.0886,-0.5713,IT,app
1108,20,new,0.6561,0.4647,-0.0146,IT,mobile
1109,208,new,0.7084,0.2558,-0.6925,IT,mobile
1110,193,new,0.4022,0.5242,-0.0126,IT,mobile
1111,106,new,0.3745,0.4256,-0.8517,IT,mobile
1112,296,new,0.1429,0.6239,-0.6747,IT,mobile
1113,46,new,0.8046,0.5612,-0.6989,FR,app
1114,160,new,0.3029,0.7643,-0.1618,IT,web
1115,141,new,0.3402,0.7666,-0.1259,ES,web
1116,96,new,0.6277,0.5138,0.6077,FR,mobile
1117,96,new,0.4101,0.3608,-0.282,IT,web
1118,244,new,1.6299,0.4045,0.0204,IT,web
1119,14,new,0.5127,0.2092,-0.1937,FR,web
1120,206,new,0.4115,0.5706,-0.0089,IT,mobile
1121,225,new,0.4364,0.6179,-0.1997,IT,mobile
1122,27,new,0.1984,0.4143,0.1349,DE,app
1123,168,new,0.3389,0.3925,-0.6184,DE,web
1124,87,new,0.6678,0.6171,-1.1066,IT,mobile
1125,27,new,0.2244,0.5062,-0.1039,IT,web
1126,122,new,0.2482,0.5817,-0.8818,DE,web
1127,194,new,0.6287,0.5539,0.2091,IT,mobile
1128,89,new,0.4003,0.3382,-0.4418,FR,web
1129,289,new,0.7956,0.5182,-0.6134,IT,mobile
1130,240,browser,0.4971,0.532,0.6952,IT,mobile
1131,133,new,0.1111,0.1217,-0.2565,IT,mobile
1132,151,new,0.5256,0.6109,-0.3235,DE,mobile
1133,46,new,0.6458,0.636,0.0118,IT,app
1134,232,browser,0.4868,0.588,0.0354,NL,web
1135,168,new,0.3388,0.9641,0.1487,FR,app
1136,214,considering,0.2292,0.6493,-0.7165,FR,web
1137,55,new,0.3537,0.5918,-0.0624,DE,mobile
1138,287,new,0.2886,0.7098,-0.3526,IT,app
1139,292,new,0.4357,1.0003,-0.5724,IT,web
1140,25,new,0.226,0.6655,-0.2332,IT,app
1141,158,new,0.1982,0.2198,-0.8839,IT,mobile
1142,140,new,0.5503,0.6978,0.073,IT,app
1143,189,new,0.677,0.55,-0.3517,FR,web
1144,31,new,0.5061,0.274,-0.4171,DE,mobile
1145,86,new,0.2575,0.9256,-0.2982,IT,web
1146,124,new,0.2449,0.8867,-0.3086,IT,web
1147,265,new,0.2527,0.4571,0.1492,ES,mobile
1148,183,new,0.6003,0.4582,-0.6335,FR,mobile
1149,61,new,0.2337,0.1537,-0.3838,NL,mobile
1150,7,new,0.5982,0.4607,-0.3258,IT,mobile
1151,1,new,0.5222,0.5957,-0.6228,IT,app
1152,81,new,0.7267,0.4916,-0.1942,DE,mobile
1153,158,new,0.6602,0.5479,-0.5034,IT,web
1154,141,new,0.4958,0.2561,-0.7415,FR,mobile
1155,102,browser,0.164,0.7688,-0.0658,IT,mobile
1156,304,new,0.5146,0.8367,0.2915,IT,web
1157,162,new,0.392,0.2203,-0.2331,ES,mobile
1158,260,new,0.2996,0.6135,-0.2861,FR,web
1159,4,new,0.7782,0.7332,-0.2936,IT,mobile
1160,223,new,0.3385,0.6203,-0.4306,DE,web
1161,181,new,0.2749,0.9313,0.1595,DE,mobile
1162,96,new,0.6827,0.3831,-0.2171,FR,mobile
1163,134,new,0.2944,0.2246,-1.0125,NL,app
1164,93,new,0.2675,0.5994,0.1696,DE,mobile
1165,86,new,0.1979,0.4182,0.0838,FR,app
1166,105,new,0.2343,1.0245,-0.0394,IT,mobile
1167,253,new,0.2456,1.0493,-1.2144,DE,web
1168,6,new,0.5177,0.5826,-0.251,NL,web
1169,96,new,0.21,0.7001,0.0627,ES,web
1170,138,new,0.1324,0.1408,-0.1172,IT,web
1171,278,new,0.4346,0.3268,-0.1782,IT,mobile
1172,4,browser,0.2596,0.4162,0.0634,FR,web
1173,159,new,0.3646,0.3896,-0.2012,NL,app
1174,125,new,0.7448,0.1346,0.1713,IT,web
1175,43,browser,0.3826,0.0431,-0.1934,NL,web
1176,57,new,0.8439,0.6291,-0.2212,IT,mobile
1177,175,new,0.3543,0.4741,0.0623,IT,app
1178,252,new,0.6401,0.6542,-0.3895,DE,app
1179,247,new,0.2722,0.3493,-0.634,NL,app
1180,182,loyal,0.3903,0.4807,-0.2487,IT,app
1181,189,new,0.2202,0.1078,-0.0434,NL,web
1182,162,new,0.2351,0.8527,0.0739,DE,mobile
1183,23,new,0.3251,0.3227,0.0758,DE,web
1184,183,new,0.1772,0.4077,-0.274,DE,app
1185,120,new,0.4016,0.2514,-0.31,IT,web
1186,136,new,0.3114,0.3645,-0.4572,IT,mobile
1187,169,new,0.4185,0.5373,-0.1625,IT,web
1188,139,new,0.1787,0.796,-0.8244,IT,app
1189,15,new,0.5412,0.58,-0.242,IT,web
1190,52,new,0.9358,0.5461,0.7474,IT,app
1191,70,new,0.8333,0.674,-0.7764,IT,app
1192,255,new,2.4797,0.5403,-0.1951,ES,web
1193,185,new,0.7944,1.0538,-0.1178,IT,mobile
1194,176,considering,0.3031,0.5136,-0.0727,IT,web
1195,110,considering,0.481,0.6945,-0.5883,IT,mobile
1196,195,new,0.3227,0.7688,-0.0695,IT,web
1197,177,new,0.3122,0.345,-0.4371,ES,mobile
1198,151,new,0.5773,0.02,-0.7497,DE,web
1199,249,browser,0.3234,0.5298,0.0832,FR,mobile
1200,121,new,0.1641,0.6693,-0.0174,FR,mobile
