product_id,category_id,product_segment,base_price,quality_score,base_conversion,base_popularity,launch_day
958,14,budget,22.29,0.573,0.0259,0.0002062932,296
959,1,midrange,39.51,0.423,0.0181,0.000438345,5
960,9,budget,32.88,0.677,0.0279,0.0003433093,289
961,14,budget,7.9,0.554,0.0295,0.0005793809,69
962,13,budget,8.06,0.291,0.0203,0.0002443514,268
963,15,midrange,218.85,0.896,0.0271,0.0002706945,127
964,10,midrange,71.92,0.262,0.0099,0.000186193,274
965,12,midrange,40.09,0.924,0.0356,0.000177948,220
966,4,midrange,87.19,0.844,0.0294,0.000153967,339
967,15,midrange,63.88,0.307,0.012,0.0002004336,287
968,7,midrange,106.21,0.793,0.0267,0.0002161888,333
969,13,budget,32.91,0.828,0.0331,0.0001675492,55
970,8,midrange,119.17,0.702,0.023,0.0001588873,138
971,11,midrange,67.82,0.683,0.0249,0.0002078636,159
972,12,budget,14.64,0.287,0.0177,0.0002359302,11
973,10,midrange,100.31,0.295,0.0095,0.0016199759,8
974,14,budget,10.15,0.795,0.037,0.0003042906,14
975,8,budget,9.76,0.329,0.0208,0.0001552932,280
976,12,budget,40.2,0.431,0.0184,0.0002064438,163
977,7,midrange,54.93,0.624,0.0237,0.0001556,274
978,8,premium,522.76,0.373,0.0049,0.0001760101,304
979,8,budget,11.53,0.842,0.0381,0.0001835847,13
980,3,budget,26.17,0.856,0.0351,0.0002523855,309
981,2,budget,10.56,0.882,0.0398,0.0003413924,82
982,12,budget,16.06,0.287,0.0173,0.0002015231,147
983,12,premium,928.31,0.571,0.0092,0.0001943074,351
984,12,budget,17.66,0.885,0.0378,0.0002246219,110
985,1,budget,37.39,0.522,0.0219,0.0001728489,343
986,6,budget,13.1,0.772,0.0351,0.0001827898,184
987,4,premium,857.9,0.692,0.0138,0.0002377504,4
988,13,budget,33.98,0.51,0.0219,0.0001756595,303
989,14,midrange,59.47,0.457,0.0175,0.0001563421,16
990,4,budget,36.18,0.74,0.0296,0.0001851259,232
991,12,budget,15.5,0.35,0.0196,0.0001795893,167
992,3,midrange,84.16,0.895,0.0313,0.0001721557,51
993,4,budget,55.99,0.682,0.0257,0.0001545668,187
994,3,midrange,75.69,0.334,0.0121,0.0007766954,132
995,4,budget,59.12,0.778,0.0288,0.000170319,35
996,12,midrange,85.3,0.573,0.02,0.0002451984,202
997,14,midrange,63.18,0.403,0.0154,0.0001830715,16
998,4,midrange,58.39,0.971,0.0356,0.0004860181,196
999,11,budget,23.19,0.79,0.0333,0.0001597644,82
1000,12,midrange,162.49,0.695,0.0214,0.000431805,303
1001,15,premium,655.18,0.887,0.0218,0.0001562228,346
1002,11,budget,8.88,0.658,0.0327,0.0003863573,340
1003,4,budget,26.85,0.581,0.0254,0.0002981081,342
1004,11,midrange,97.41,0.392,0.0131,0.0002130268,36
1005,6,budget,57.04,0.365,0.0145,0.0002614718,186
1006,15,midrange,38.5,0.574,0.0235,0.0001610452,81
1007,7,midrange,28.29,0.592,0.0255,0.0002314675,35
1008,12,budget,16.13,0.8,0.0352,0.0003724539,143
1009,1,midrange,25.16,0.582,0.0257,0.0010788004,156
1010,7,midrange,184.33,0.695,0.0208,0.000157432,108
1011,14,budget,12.54,0.874,0.0389,0.0002561205,41
1012,11,premium,331.7,0.995,0.0287,0.0001751866,149
1013,8,budget,15.39,0.492,0.0246,0.0001802803,56
1014,15,budget,20.24,0.926,0.0387,0.0001890942,14
1015,14,midrange,154.7,0.855,0.0272,0.0002196958,164
1016,6,budget,23.0,0.301,0.0162,0.0006131448,24
1017,11,midrange,18.87,0.501,0.0241,0.0001637074,352
1018,9,budget,15.2,0.414,0.022,0.0002594833,306
1019,11,budget,39.86,0.748,0.0295,0.0001540807,337
1020,6,budget,63.05,0.666,0.0246,0.0002219023,37
1021,4,midrange,47.48,0.621,0.0243,0.0001624627,169
1022,14,midrange,68.7,0.823,0.0297,0.0002232976,300
1023,15,midrange,32.32,0.5,0.0217,0.0002583064,210
1024,14,premium,357.0,0.537,0.0123,0.0002002513,111
1025,15,midrange,35.99,0.899,0.0352,0.0001883991,303
1026,13,midrange,95.4,0.979,0.0337,0.0002097064,112
1027,13,budget,31.45,0.832,0.0335,0.0001888117,355
1028,13,premium,111.21,0.413,0.0132,0.0003310882,36
1029,9,midrange,85.89,0.334,0.0116,0.0002625227,257
1030,9,premium,182.15,0.407,0.0108,0.0002156067,4
1031,4,budget,17.76,0.567,0.0267,0.0002258483,333
1032,12,budget,8.0,0.428,0.0251,0.000192219,129
1033,4,midrange,53.47,0.926,0.0344,0.0001631385,7
1034,4,budget,65.96,0.753,0.0274,0.0001694813,304
1035,11,budget,6.07,0.563,0.0309,0.0002059043,353
1036,8,premium,1352.12,0.455,0.0035,0.0001582505,335
1037,4,budget,10.48,0.535,0.0278,0.0004558892,177
1038,14,budget,15.48,0.607,0.0286,0.0002932391,22
1039,14,budget,13.26,0.785,0.0355,0.0002715403,83
1040,3,budget,31.65,0.317,0.0154,0.0002722775,11
1041,1,midrange,29.56,0.887,0.0356,0.0001584336,16
1042,6,premium,205.31,0.346,0.0081,0.0002002133,57
1043,14,premium,556.33,0.447,0.0072,0.0004314472,205
1044,14,midrange,87.57,0.995,0.0347,0.0002364151,279
1045,3,midrange,75.05,0.393,0.0143,0.0002573284,213
1046,13,budget,4.99,0.326,0.0233,0.0055714163,74
1047,3,midrange,28.59,0.729,0.0303,0.0001572523,219
1048,7,budget,34.84,0.545,0.023,0.0001685643,84
1049,15,budget,27.48,0.319,0.0161,0.0001718188,168
1050,3,premium,345.77,0.253,0.0025,0.0002131802,324
1051,3,premium,156.4,0.309,0.0081,0.0008587432,49
1052,8,budget,16.46,0.642,0.0296,0.0001878514,319
1053,11,midrange,148.08,0.423,0.0123,0.0006118899,98
1054,15,budget,35.48,0.833,0.033,0.0001533706,244
1055,15,budget,10.57,0.893,0.0402,0.000270228,95
1056,1,budget,37.89,0.359,0.0161,0.0003628365,59
1057,3,budget,15.66,0.503,0.0249,0.0001717227,164
1058,13,midrange,32.84,0.36,0.0167,0.0001738365,139
1059,4,budget,19.97,0.465,0.0226,0.0003346819,185
1060,14,budget,23.0,0.429,0.0207,0.0001961527,86
1061,12,budget,14.98,0.84,0.0369,0.0002065084,357
1062,3,premium,325.39,0.509,0.0118,0.000238106,245
1063,14,midrange,84.69,0.622,0.0217,0.0001961374,306
1064,3,premium,120.54,0.755,0.0248,0.0002450584,284
1065,8,budget,65.3,0.867,0.0315,0.0001685887,264
1066,11,midrange,40.47,0.476,0.0199,0.0005423638,51
1067,9,midrange,78.09,0.407,0.0146,0.0004584957,214
1068,12,budget,28.68,0.984,0.0392,0.000194448,327
1069,12,budget,23.94,0.49,0.0227,0.0001620515,35
1070,15,budget,19.88,0.753,0.0327,0.0001901529,168
1071,15,budget,30.32,0.758,0.031,0.0001765297,67
1072,10,budget,53.67,0.636,0.0242,0.0001638514,290
1073,2,budget,37.59,0.421,0.0183,0.0002233246,339
1074,12,budget,36.95,0.356,0.0161,0.0001914257,18
1075,15,midrange,48.16,0.615,0.024,0.0002332898,292
1076,6,budget,20.01,0.633,0.0285,0.0001946655,131
1077,9,budget,28.46,0.83,0.0338,0.0008856611,351
1078,8,midrange,35.78,0.782,0.0312,0.0001564663,5
1079,1,budget,27.01,0.934,0.0377,0.0003225473,69
1080,12,budget,13.47,0.978,0.0422,0.0001931352,262
1081,7,budget,11.34,0.796,0.0365,0.0001575856,284
1082,13,budget,7.99,0.307,0.0209,0.0002764955,28
1083,14,budget,9.44,0.554,0.0288,0.0001969236,58
1084,14,budget,10.54,0.707,0.0337,0.0002881566,123
1085,8,budget,32.95,0.693,0.0284,0.0002326924,12
1086,6,premium,584.45,0.386,0.0048,0.0003667935,285
1087,13,premium,137.79,0.687,0.0219,0.0001986534,244
1088,14,budget,8.08,0.512,0.028,0.000608461,273
1089,9,budget,49.28,0.504,0.02,0.0001939223,171
1090,14,budget,6.43,0.876,0.0416,0.0001542157,233
1091,3,midrange,49.83,0.566,0.0221,0.0017943635,209
1092,14,midrange,55.8,0.646,0.0244,0.0001950976,253
1093,2,budget,23.83,0.672,0.0291,0.000181319,164
1094,3,budget,28.86,0.672,0.0282,0.000170213,237
1095,10,budget,30.59,0.41,0.0188,0.0001879762,235
1096,1,premium,1069.8,0.7,0.0131,0.0002123116,234
1097,1,premium,820.81,0.501,0.0073,0.0001864337,318
1098,1,budget,8.83,0.741,0.0357,0.0002185246,127
1099,8,midrange,55.17,0.359,0.0144,0.0001909201,320
1100,13,budget,9.49,0.996,0.0443,0.0002267024,10
1101,1,midrange,45.12,0.829,0.0318,0.0001593999,177
1102,12,premium,441.1,0.563,0.0123,0.000166582,161
1103,14,budget,8.52,0.476,0.0265,0.0001782786,316
1104,3,budget,7.58,0.541,0.0293,0.0001857481,16
1105,3,midrange,37.33,0.791,0.0313,0.0001850013,79
1106,14,budget,20.66,0.742,0.0321,0.0002286816,171
1107,14,midrange,80.63,0.777,0.0274,0.0014136322,297
1108,11,budget,39.68,0.917,0.0354,0.0001850475,169
1109,14,premium,135.14,0.592,0.0186,0.0005310426,233
1110,2,budget,16.54,0.752,0.0334,0.0003302299,65
1111,7,budget,44.8,0.581,0.0231,0.0003694644,344
1112,13,budget,19.02,0.729,0.032,0.0001897589,286
1113,4,budget,29.58,0.606,0.0258,0.0002424671,15
1114,13,budget,14.05,0.832,0.0369,0.0002863326,257
1115,10,midrange,34.25,0.254,0.0129,0.0001662387,47
1116,13,budget,28.66,0.412,0.0192,0.0004081378,204
1117,9,budget,32.88,0.472,0.0207,0.0001845053,258
1118,7,budget,20.3,0.959,0.0398,0.0001714965,337
1119,4,budget,26.6,0.63,0.0271,0.000342843,25
1120,4,premium,371.3,0.523,0.0117,0.0003182891,104
1121,13,premium,137.42,0.553,0.0172,0.0002651454,251
1122,3,budget,22.19,0.589,0.0265,0.0001519778,95
1123,2,midrange,76.54,0.901,0.032,0.0002167037,260
1124,3,midrange,17.4,0.972,0.0409,0.0001675506,66
1125,3,premium,204.32,0.883,0.0269,0.0001666554,59
1126,14,budget,34.64,0.881,0.0348,0.0004059919,198
1127,7,budget,13.63,0.399,0.0219,0.000177868,251
1128,15,budget,18.83,0.452,0.0224,0.0002329363,74
1129,3,midrange,63.61,0.697,0.0256,0.0001836742,318
1130,12,midrange,136.22,0.742,0.0238,0.0001808601,317
1131,9,budget,35.85,0.402,0.0178,0.0002111403,29
1132,7,budget,35.56,0.81,0.0321,0.0001690732,111
1133,14,midrange,22.84,0.4,0.0197,0.00059948,202
1134,15,midrange,208.15,0.447,0.0116,0.0001840931,179
1135,14,budget,32.96,0.48,0.0209,0.0003979777,93
1136,3,midrange,50.53,0.884,0.0332,0.0001859397,193
1137,4,budget,31.58,0.799,0.0323,0.0002104922,351
1138,12,budget,10.78,0.648,0.0316,0.0001541922,112
1139,4,midrange,80.0,0.865,0.0305,0.0002595916,79
1140,12,midrange,36.53,0.86,0.0338,0.0004309298,269
1141,11,premium,88.14,0.542,0.0188,0.0003832073,208
1142,11,budget,40.06,0.836,0.0325,0.0002380307,252
1143,14,budget,8.99,0.405,0.0238,0.0001633066,235
1144,12,budget,23.19,0.627,0.0276,0.0002386723,277
1145,1,budget,10.49,0.339,0.0209,0.0001827702,266
1146,1,budget,12.09,0.57,0.0284,0.0001888444,221
1147,11,budget,12.37,0.64,0.0307,0.0004315335,165
1148,9,budget,18.31,0.31,0.0175,0.0002553004,167
1149,4,budget,32.4,0.597,0.0251,0.0002025508,96
1150,8,budget,67.53,0.739,0.0268,0.0008435897,163
1151,13,midrange,40.49,0.711,0.0281,0.0001679471,220
1152,14,budget,37.91,0.291,0.0137,0.0002010138,261
1153,11,midrange,80.26,0.322,0.0115,0.0001639352,282
1154,7,premium,463.7,0.514,0.0103,0.0003518383,137
1155,4,midrange,50.34,0.882,0.0331,0.0001608408,267
1156,10,budget,9.88,0.902,0.0408,0.0004491841,159
1157,5,budget,44.03,0.482,0.0197,0.0001907863,130
1158,11,midrange,65.31,0.789,0.0287,0.0001585289,59
1159,12,budget,16.18,0.683,0.0311,0.0001679941,97
1160,1,budget,29.41,0.988,0.0392,0.0002607716,248
1161,1,budget,10.71,0.321,0.0202,0.000168823,78
1162,4,midrange,167.26,0.661,0.0201,0.0001863598,28
1163,14,budget,10.33,0.694,0.0334,0.0001736669,99
1164,12,midrange,177.0,0.481,0.0135,0.0003313408,361
1165,3,budget,8.31,0.285,0.0199,0.0002324132,54
1166,14,budget,7.04,0.289,0.0207,0.0003377651,52
1167,9,midrange,144.07,0.59,0.0183,0.0001586276,147
1168,9,budget,12.94,0.769,0.0351,0.0001821364,139
1169,15,midrange,219.79,0.775,0.0228,0.0001580168,335
1170,1,budget,21.46,0.386,0.0195,0.0001956028,86
1171,4,budget,14.28,0.893,0.039,0.0001783586,152
1172,11,premium,143.01,0.533,0.0163,0.0001525957,106
1173,4,budget,57.7,0.973,0.0357,0.0001695204,91
1174,12,budget,23.89,0.339,0.0174,0.0001718338,117
1175,4,premium,1362.21,0.877,0.0182,0.0002333882,93
1176,3,midrange,20.57,0.931,0.0388,0.0001539607,262
1177,4,midrange,228.39,0.867,0.0259,0.0011741434,288
1178,8,budget,27.78,0.857,0.0349,0.0002543526,64
1179,3,budget,18.63,0.521,0.0248,0.0002798144,181
1180,3,midrange,36.64,0.785,0.0311,0.0001736113,96
1181,14,budget,6.01,0.685,0.0352,0.0001991564,316
1182,6,budget,59.22,0.568,0.0215,0.0005626733,36
1183,7,midrange,190.16,0.995,0.0312,0.0002194622,149
1184,1,budget,11.94,0.468,0.0249,0.0008190828,120
1185,7,budget,42.96,0.56,0.0226,0.0001609466,132
1186,4,budget,12.58,0.927,0.0407,0.0119464085,343
1187,11,budget,7.58,0.467,0.0267,0.0002042457,197
1188,4,midrange,35.11,0.365,0.0166,0.0001588777,138
1189,14,premium,220.41,0.482,0.0126,0.0004994365,294
1190,15,budget,9.1,0.819,0.0383,0.0001708331,283
1191,3,budget,10.73,0.895,0.0402,0.0002084152,52
1192,3,midrange,21.89,0.336,0.0177,0.0001599212,168
1193,3,budget,21.11,0.716,0.0311,0.000198804,150
1194,11,budget,29.76,0.675,0.0282,0.0001596611,164
1195,3,premium,431.62,0.752,0.019,0.0001803752,127
1196,14,midrange,27.62,0.753,0.0313,0.0001885367,300
1197,13,budget,22.21,0.97,0.0398,0.0003396428,363
1198,14,premium,152.67,0.51,0.0152,0.0001815903,9
1199,10,budget,40.21,0.475,0.0199,0.0001804654,312
1200,15,premium,534.05,0.686,0.0157,0.0002096647,315
1201,1,budget,11.99,0.572,0.0285,0.0001613296,133
1202,7,budget,7.59,0.605,0.0315,0.0001992772,177
1203,6,premium,1099.43,0.302,0.002,0.000198207,37
1204,15,budget,54.38,0.361,0.0146,0.0002548649,128
1205,11,budget,21.24,0.952,0.0393,0.0001600924,86
1206,14,budget,37.24,0.301,0.0141,0.0001721176,330
1207,3,midrange,125.75,0.693,0.0225,0.000336671,39
1208,15,midrange,41.86,0.816,0.0316,0.0001947808,124
1209,9,budget,40.68,0.259,0.0123,0.0001984806,175
1210,9,midrange,66.95,0.417,0.0156,0.0001944579,356
1211,15,midrange,79.67,0.533,0.0189,0.0001653151,298
1212,7,budget,8.8,0.63,0.0318,0.000342244,341
1213,7,budget,45.72,0.506,0.0204,0.0003672611,113
1214,11,budget,23.98,0.737,0.0313,0.0002007902,97
1215,3,budget,8.3,0.42,0.0247,0.0002012376,208
1216,6,budget,18.17,0.269,0.0161,0.0002544875,124
1217,3,budget,11.35,0.251,0.0175,0.0005445657,5
1218,3,budget,21.85,0.509,0.0237,0.0029550072,296
1219,14,budget,34.44,0.521,0.0222,0.0001644832,34
1220,11,midrange,37.5,0.961,0.0372,0.0001798995,71
1221,7,budget,16.62,0.284,0.017,0.0001859065,344
1222,8,premium,679.28,0.648,0.0133,0.0002432944,267
1223,8,premium,404.78,0.683,0.0169,0.0002901915,234
1224,11,midrange,56.02,0.774,0.0289,0.0002119591,47
1225,15,premium,161.51,0.729,0.0226,0.0001594388,91
1226,15,premium,189.63,0.256,0.0053,0.0001816782,75
1227,7,budget,14.39,0.724,0.033,0.0003185677,234
1228,6,midrange,213.86,0.492,0.013,0.0002821187,182
1229,9,budget,18.85,0.83,0.0356,0.000156396,131
1230,11,midrange,32.03,0.391,0.018,0.0002471386,272
1231,9,budget,41.65,0.787,0.0307,0.0002516247,283
1232,12,budget,47.52,0.719,0.0277,0.0004919428,269
1233,11,budget,14.0,0.739,0.0337,0.0010690138,38
1234,6,premium,131.81,0.382,0.0114,0.0001523232,222
1235,7,budget,25.66,0.752,0.0315,0.000273821,76
1236,7,budget,14.8,0.803,0.0357,0.0002424263,99
1237,2,budget,29.12,0.617,0.0263,0.0001525747,357
1238,3,budget,8.48,0.505,0.0276,0.0001726087,151
1239,12,midrange,23.53,0.375,0.0187,0.0002267681,287
1240,7,midrange,45.58,0.467,0.0191,0.0003724003,89
1241,4,budget,37.11,0.823,0.0324,0.0006884771,354
1242,11,budget,12.26,0.557,0.0279,0.0001772301,101
1243,13,budget,7.37,0.777,0.0376,0.0002046011,66
1244,4,budget,22.84,0.805,0.0339,0.0002706713,117
1245,14,midrange,92.85,0.756,0.026,0.0002080209,63
1246,15,midrange,35.49,0.755,0.0302,0.0002702445,218
1247,11,budget,22.37,0.708,0.0306,0.0003130975,52
1248,12,midrange,101.4,0.639,0.0215,0.0003735242,75
1249,1,budget,12.09,0.398,0.0224,0.0002707232,256
1250,15,midrange,230.15,0.882,0.0264,0.0002600268,15
1251,7,budget,38.91,0.973,0.0375,0.0001835974,160
1252,15,midrange,54.67,0.6,0.0229,0.0001732518,252
1253,11,budget,5.91,0.95,0.0445,0.0004562412,162
1254,1,premium,190.92,0.998,0.0313,0.0002533245,7
1255,1,budget,8.65,0.615,0.0313,0.0002549028,57
1256,12,budget,21.15,0.793,0.0338,0.0001591924,354
1257,11,budget,35.35,0.733,0.0295,0.0002755483,281
1258,1,budget,33.08,0.428,0.0191,0.0001520292,127
1259,13,midrange,30.92,0.285,0.0144,0.0001817355,318
1260,14,midrange,45.59,0.59,0.0234,0.0001862088,2
1261,9,midrange,33.67,0.84,0.0335,0.0003005477,17
1262,9,budget,27.91,0.494,0.0221,0.0001825744,322
1263,1,midrange,21.94,0.838,0.0352,0.0002379797,246
1264,13,midrange,124.16,0.741,0.0242,0.0002468733,218
1265,6,budget,49.29,0.772,0.0294,0.0009901166,125
1266,14,budget,8.21,0.464,0.0263,0.0004452663,298
1267,7,budget,26.25,0.603,0.0262,0.0002608719,221
1268,11,budget,17.44,0.386,0.0204,0.0001705471,158
1269,4,midrange,173.91,0.435,0.012,0.00024762,138
1270,3,premium,249.13,0.317,0.0063,0.00021048,129
1271,13,midrange,24.06,0.345,0.0176,0.0001569197,209
1272,9,budget,33.84,0.408,0.0183,0.0002924202,239
1273,11,midrange,22.07,0.685,0.0299,0.0001807787,293
1274,15,midrange,98.61,0.581,0.0196,0.0002186538,148
1275,15,budget,12.57,0.45,0.024,0.0002759153,92
1276,14,midrange,80.07,0.896,0.0316,0.0004009026,203
1277,3,budget,25.69,0.644,0.0278,0.0002426531,212
1278,11,budget,6.92,0.942,0.0437,0.0005485494,101
1279,14,budget,11.95,0.726,0.0339,0.0001548027,26
1280,7,budget,28.12,0.262,0.014,0.0001775794,121
1281,3,premium,111.05,0.935,0.0315,0.0003374332,25
1282,14,budget,16.7,0.893,0.0383,0.0002328994,29
1283,9,budget,36.1,0.726,0.0292,0.0001919694,352
1284,11,budget,11.35,0.651,0.0315,0.0001879502,285
1285,15,budget,43.78,0.59,0.0235,0.0002938941,12
1286,11,budget,15.53,0.612,0.0288,0.0001710566,127
1287,8,budget,34.46,0.827,0.0329,0.0004573277,92
1288,7,midrange,29.14,0.635,0.0269,0.0001927123,355
1289,8,budget,10.21,0.382,0.0225,0.0001579062,159
1290,3,midrange,18.05,0.294,0.017,0.0002643459,94
1291,13,budget,29.27,0.345,0.0167,0.0001598662,231
1292,14,midrange,123.63,0.439,0.0136,0.0003137299,173
1293,4,midrange,176.31,0.526,0.0151,0.000191573,68
1294,5,budget,11.83,0.919,0.0407,0.0003103796,111
1295,14,budget,15.37,0.429,0.0224,0.0002407751,46
1296,1,premium,675.47,0.49,0.0078,0.0001851584,253
1297,10,budget,33.89,0.417,0.0186,0.0002298097,354
1298,9,midrange,40.06,0.659,0.0264,0.0002811709,295
1299,12,budget,42.66,0.713,0.028,0.0001644429,137
1300,3,budget,6.7,0.649,0.0335,0.0002365995,177
1301,12,budget,9.92,0.964,0.043,0.0001701235,22
1302,7,premium,992.73,0.997,0.0238,0.0001619141,133
1303,11,budget,14.74,0.878,0.0383,0.0003447591,11
1304,1,midrange,43.32,0.854,0.0328,0.0001794334,271
1305,9,midrange,104.89,0.525,0.0174,0.0005174005,331
1306,10,budget,62.87,0.685,0.0253,0.0002807852,69
1307,4,budget,11.41,0.514,0.0266,0.0001628101,246
1308,3,budget,22.27,0.838,0.0352,0.0001986646,218
1309,3,budget,9.5,0.379,0.0227,0.000256311,152
1310,7,midrange,27.65,0.413,0.0193,0.0003674215,267
1311,2,budget,17.54,0.279,0.0166,0.000337741,248
1312,15,budget,24.74,0.707,0.0301,0.0002356831,98
1313,8,midrange,51.06,0.766,0.029,0.0005188462,291
1314,14,midrange,43.31,0.253,0.0118,0.0001878427,239
1315,15,budget,29.48,0.633,0.0268,0.0001830197,114
1316,2,midrange,88.66,0.533,0.0184,0.0001929356,268
1317,12,budget,30.14,0.844,0.0341,0.000405288,233
1318,14,midrange,111.69,0.279,0.0085,0.0003906628,42
1319,11,budget,12.66,0.286,0.0183,0.0001579057,60
1320,8,budget,22.84,0.715,0.0308,0.0003812769,118
1321,8,budget,26.5,0.694,0.0294,0.0001694671,16
1322,1,midrange,66.26,0.873,0.0316,0.0001858726,148
1323,10,midrange,36.81,0.694,0.028,0.0001539178,168
1324,15,budget,15.37,0.962,0.0411,0.0001718859,283
1325,15,midrange,39.82,0.486,0.0203,0.0001708685,62
1326,1,midrange,44.57,0.548,0.022,0.0002107185,207
1327,12,budget,49.9,0.983,0.0367,0.0001913904,242
1328,4,midrange,107.57,0.331,0.0105,0.000156426,164
1329,14,budget,12.67,0.847,0.0379,0.0004110494,331
1330,1,premium,372.11,0.259,0.0024,0.0003550047,116
1331,15,budget,31.53,0.615,0.0259,0.0004273751,148
1332,14,budget,12.81,0.365,0.021,0.0001913887,1
1333,3,budget,11.94,0.699,0.0329,0.0003081911,149
1334,1,budget,23.53,0.849,0.0353,0.0001638696,7
1335,14,midrange,20.32,0.275,0.0158,0.0002706876,359
1336,3,budget,14.38,0.373,0.0207,0.0001699152,87
1337,11,budget,16.72,0.507,0.0248,0.0003420656,296
1338,14,budget,24.5,0.442,0.0209,0.0004291422,42
1339,11,premium,1061.41,0.537,0.0075,0.00016748,100
1340,7,midrange,122.85,0.964,0.0321,0.0002377886,43
1341,8,budget,26.88,0.326,0.0164,0.0002590306,134
1342,1,budget,8.06,0.567,0.0299,0.0001747262,219
1343,15,budget,26.79,0.593,0.0258,0.0002081513,153
1344,5,premium,1030.05,0.46,0.0049,0.0004200873,220
1345,3,midrange,125.28,0.459,0.0143,0.0002626895,294
1346,4,midrange,183.31,0.786,0.024,0.0002136043,16
1347,15,premium,200.39,0.713,0.0211,0.0002590414,154
1348,2,budget,31.5,0.86,0.0344,0.0006811773,216
1349,14,midrange,122.95,0.554,0.0177,0.0001567508,191
1350,12,budget,27.69,0.705,0.0296,0.0001647156,53
1351,14,budget,21.24,0.92,0.0382,0.0003564347,75
1352,15,budget,22.43,0.888,0.0369,0.0002591936,137
1353,14,budget,19.25,0.94,0.0394,0.0001574115,237
1354,15,premium,263.3,0.452,0.0107,0.000159854,361
1355,3,budget,5.79,0.989,0.046,0.0003121274,134
1356,13,midrange,97.32,0.862,0.0295,0.0002116926,190
1357,11,midrange,146.97,0.846,0.0271,0.0002905296,111
1358,11,midrange,121.58,0.751,0.0246,0.0004462768,12
1359,14,premium,189.98,0.987,0.0309,0.0001909023,145
1360,15,budget,9.89,0.581,0.0296,0.000192476,126
1361,12,budget,12.35,0.806,0.0366,0.0001711497,54
1362,9,budget,50.94,0.774,0.0293,0.0003070545,244
1363,9,budget,34.95,0.799,0.0318,0.0001532235,94
1364,7,premium,1176.85,0.814,0.0167,0.0006409969,81
1365,7,budget,12.79,0.393,0.0219,0.0001581959,142
1366,7,budget,19.49,0.512,0.0243,0.0003376793,352
1367,2,budget,36.82,0.544,0.0227,0.0001558216,232
1368,2,budget,12.01,0.811,0.0368,0.0001601276,155
1369,13,midrange,131.32,0.787,0.0256,0.0001856702,299
1370,8,budget,32.14,0.875,0.0349,0.0001940294,7
1371,15,midrange,27.77,0.841,0.0343,0.0002100393,122
1372,11,midrange,19.55,0.697,0.0308,0.0002471499,197
1373,1,midrange,132.64,0.355,0.0104,0.0002613324,178
1374,3,budget,17.78,0.727,0.0322,0.0001806698,246
1375,4,midrange,159.88,0.915,0.0292,0.0001856599,256
1376,15,budget,39.74,0.732,0.029,0.000161822,166
1377,4,budget,20.93,0.922,0.0384,0.0002386123,339
1378,10,midrange,167.74,0.999,0.0319,0.0001661992,338
1379,15,midrange,214.15,0.519,0.014,0.0002257122,173
1380,15,budget,11.58,0.792,0.0363,0.0007561021,329
1381,4,midrange,160.25,0.655,0.0201,0.0001662202,233
1382,1,budget,10.65,0.591,0.0296,0.0001535852,50
1383,3,midrange,32.73,0.43,0.0192,0.0004620625,43
1384,1,premium,250.24,0.434,0.0103,0.0001786442,29
1385,4,midrange,199.45,0.389,0.0098,0.0001975348,77
1386,11,midrange,19.42,0.724,0.0318,0.0002066588,113
1387,14,midrange,46.12,0.357,0.0151,0.0005979968,25
1388,11,midrange,82.45,0.574,0.0202,0.0003556482,221
1389,11,midrange,23.58,0.642,0.0281,0.0001534828,150
1390,4,midrange,170.46,0.579,0.0171,0.0003161392,219
1391,14,budget,35.58,0.891,0.035,0.0002665463,183
1392,11,midrange,22.6,0.582,0.0262,0.0002023331,99
1393,14,budget,7.26,0.312,0.0214,0.0003730927,224
1394,15,premium,1531.42,0.994,0.0218,0.0002557729,347
1395,7,budget,9.56,0.884,0.0403,0.0002046254,115
1396,2,budget,8.79,0.745,0.0358,0.0001746675,112
1397,4,midrange,242.25,0.817,0.0239,0.0001958375,188
1398,8,budget,58.85,0.346,0.0137,0.0003698974,293
1399,15,budget,30.69,0.824,0.0333,0.0014406456,193
1400,7,midrange,71.82,0.406,0.0149,0.0001792299,303
1401,13,budget,30.19,0.617,0.0261,0.0002056665,27
1402,11,budget,20.8,0.383,0.0196,0.0004398878,35
1403,3,budget,18.26,0.815,0.0352,0.0003965758,148
1404,6,budget,47.04,0.434,0.0178,0.0002713084,84
1405,12,budget,26.18,0.44,0.0205,0.0001664655,8
1406,12,budget,19.37,0.332,0.0181,0.0002467514,78
1407,8,budget,21.36,0.79,0.0337,0.0001567601,98
1408,4,budget,24.72,0.472,0.0219,0.0003682929,335
1409,12,budget,20.12,0.639,0.0286,0.0001839572,285
1410,3,midrange,35.68,0.499,0.0213,0.0002005485,128
1411,15,midrange,73.06,0.831,0.0297,0.0004637053,349
1412,3,budget,24.38,0.42,0.0201,0.0005458104,305
1413,3,budget,11.21,0.956,0.0422,0.0001940354,91
1414,9,premium,149.41,0.491,0.0146,0.0001806634,174
1415,10,midrange,54.03,0.328,0.0134,0.000163435,336
1416,10,budget,13.88,0.43,0.0229,0.0002578358,166
1417,8,budget,48.2,0.305,0.0132,0.0002003058,135
1418,15,budget,20.25,0.602,0.0273,0.0001669574,329
1419,9,midrange,57.53,0.438,0.017,0.0001892109,241
1420,9,premium,1141.91,0.915,0.0203,0.0003232759,160
1421,8,premium,153.58,0.638,0.0196,0.0001898373,317
